,BioSample,SRA,bin_amoxicillin-clavulanic acid,mic_amoxicillin-clavulanic acid,bin_ampicillin,mic_ampicillin,bin_azithromycin,mic_azithromycin,bin_cefoxitin,mic_cefoxitin,bin_ceftiofur,mic_ceftiofur,bin_ceftriaxone,mic_ceftriaxone,bin_chloramphenicol,mic_chloramphenicol,bin_ciprofloxacin,mic_ciprofloxacin,bin_gentamicin,mic_gentamicin,bin_kanamycin,mic_kanamycin,bin_nalidixic acid,mic_nalidixic acid,bin_streptomycin,mic_streptomycin,bin_sulfisoxazole,mic_sulfisoxazole,bin_tetracycline,mic_tetracycline,bin_trimethoprim-sulfamethoxazole,mic_trimethoprim-sulfamethoxazole,CFSAN,bin_amikacin,mic_amikacin,bin_sulfamethoxazole,mic_sulfamethoxazole,bin_meropenem,mic_meropenem,EDLB-CDC,bin_colistin,mic_colistin,bin_tigecycline,mic_tigecycline,bin_imipenem,mic_imipenem,bin_nitrofurantoin,mic_nitrofurantoin,bin_cefuroxime,mic_cefuroxime,bin_cefepime,mic_cefepime,bin_ertapenem,mic_ertapenem,bin_amoxicillin,mic_amoxicillin,bin_ticarcillin,mic_ticarcillin,bin_cefalotin,mic_cefalotin,bin_cefotaxime,mic_cefotaxime,bin_sulfonamide,mic_sulfonamide,bin_ceftazidime,mic_ceftazidime,bin_ampicillin-sulbactam,mic_ampicillin-sulbactam,bin_doripenem,mic_doripenem,bin_levofloxacin,mic_levofloxacin,bin_piperacillin-tazobactam,mic_piperacillin-tazobactam,bin_cefazolin,mic_cefazolin,bin_tobramycin,mic_tobramycin,bin_moxifloxacin,mic_moxifloxacin,bin_aztreonam,mic_aztreonam,bin_ceftazidime-avibactam,mic_ceftazidime-avibactam,bin_ceftolozane-tazobactam,mic_ceftolozane-tazobactam,bin_erythromycin,mic_erythromycin,bin_minocycline,mic_minocycline,bin_polymyxin B,mic_polymyxin B
4707,SAMN03988313,SRS1069217,0.0,1.0,0.0,1.0,0.0,8.0,0.0,4.0,0.0,1.0,0.0,0.25,0.0,8.0,0.0,0.015,0.0,0.5,,,0.0,2.0,1.0,64.0,0.0,32.0,1.0,32.0,0.0,0.125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4708,SAMN03988312,SRS1069220,0.0,1.0,0.0,1.0,0.0,4.0,0.0,2.0,0.0,0.5,0.0,0.25,0.0,8.0,0.0,0.03,1.0,16.0,,,0.0,2.0,1.0,64.0,1.0,256.0,0.0,4.0,0.0,0.125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4709,SAMN03988311,SRS1069219,0.0,1.0,0.0,1.0,0.0,4.0,0.0,8.0,0.0,1.0,0.0,0.25,0.0,8.0,0.0,0.015,0.0,0.25,,,0.0,4.0,0.0,8.0,1.0,256.0,1.0,32.0,0.0,0.125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4710,SAMN03988310,SRS1069221,0.0,1.0,0.0,1.0,0.0,4.0,0.0,2.0,0.0,1.0,0.0,0.25,0.0,8.0,0.0,0.03,0.0,1.0,,,0.0,4.0,0.0,16.0,0.0,64.0,0.0,4.0,0.0,0.125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4711,SAMN03988309,SRS1069222,0.0,1.0,0.0,4.0,0.0,4.0,0.0,4.0,0.0,1.0,0.0,0.25,0.0,8.0,0.0,0.03,0.0,0.5,,,0.0,4.0,0.0,4.0,0.0,32.0,0.0,4.0,0.0,0.125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4712,SAMN03988308,SRS1069223,0.0,1.0,0.0,2.0,0.0,4.0,0.0,2.0,0.0,1.0,0.0,0.25,0.0,8.0,0.0,0.03,0.0,0.5,,,0.0,4.0,0.0,4.0,0.0,64.0,0.0,4.0,0.0,0.125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4713,SAMN03988307,SRS1069224,0.0,1.0,0.0,2.0,0.0,4.0,0.0,4.0,0.0,1.0,0.0,0.25,0.0,8.0,0.0,0.03,0.0,0.5,,,0.0,4.0,0.0,4.0,0.0,64.0,0.0,4.0,0.0,0.125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4714,SAMN03988306,SRS1069225,0.0,8.0,1.0,32.0,0.0,4.0,0.0,4.0,0.0,1.0,0.0,0.25,0.0,8.0,0.0,0.03,0.0,0.5,,,0.0,4.0,1.0,64.0,1.0,256.0,1.0,32.0,0.0,0.125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4715,SAMN03988305,SRS1069226,0.0,1.0,0.0,1.0,0.0,4.0,0.0,4.0,0.0,2.0,0.0,0.25,0.0,8.0,0.0,0.03,0.0,0.5,,,0.0,4.0,0.0,8.0,0.0,64.0,0.0,4.0,0.0,0.125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4716,SAMN03988304,SRS1069227,0.0,1.0,0.0,2.0,0.0,4.0,0.0,4.0,0.0,2.0,0.0,0.25,0.0,8.0,0.0,0.03,0.0,0.25,,,0.0,4.0,0.0,2.0,0.0,32.0,0.0,4.0,0.0,0.125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4717,SAMN03988303,SRS1069228,0.0,1.0,0.0,1.0,0.0,4.0,0.0,4.0,0.0,1.0,0.0,0.25,0.0,4.0,0.0,0.03,0.0,0.5,,,0.0,4.0,0.0,4.0,0.0,64.0,0.0,4.0,0.0,0.125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4718,SAMN03988302,SRS1069229,,16.0,1.0,32.0,0.0,8.0,0.0,8.0,0.0,2.0,0.0,0.25,0.0,8.0,0.0,0.03,0.0,0.5,,,0.0,4.0,1.0,64.0,1.0,256.0,1.0,32.0,0.0,0.125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4719,SAMN03988301,SRS1069231,0.0,1.0,0.0,1.0,0.0,4.0,0.0,4.0,0.0,1.0,0.0,0.25,0.0,8.0,0.0,0.015,,8.0,,,0.0,2.0,1.0,64.0,0.0,32.0,1.0,32.0,0.0,0.125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4720,SAMN03988300,SRS1069230,0.0,1.0,0.0,2.0,0.0,8.0,0.0,8.0,0.0,2.0,0.0,0.25,0.0,8.0,0.0,0.03,0.0,0.5,,,0.0,4.0,0.0,16.0,0.0,32.0,0.0,4.0,0.0,0.125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4721,SAMN03988298,SRS1069233,0.0,1.0,0.0,1.0,0.0,8.0,0.0,2.0,0.0,0.5,0.0,0.25,0.0,8.0,0.0,0.03,0.0,0.5,,,0.0,4.0,0.0,16.0,0.0,64.0,0.0,4.0,0.0,0.125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4722,SAMN03988297,SRS1069234,0.0,1.0,0.0,2.0,0.0,4.0,0.0,4.0,0.0,1.0,0.0,0.25,0.0,8.0,0.0,0.03,0.0,0.5,,,0.0,4.0,0.0,4.0,0.0,64.0,0.0,4.0,0.0,0.125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4723,SAMN03988296,SRS1069235,1.0,32.0,1.0,32.0,0.0,8.0,1.0,32.0,1.0,8.0,1.0,16.0,1.0,32.0,0.0,0.015,1.0,16.0,,,0.0,2.0,1.0,64.0,1.0,256.0,1.0,32.0,0.0,0.125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4724,SAMN03988295,SRS1069236,0.0,1.0,0.0,1.0,0.0,4.0,0.0,8.0,0.0,1.0,0.0,0.25,0.0,8.0,0.0,0.015,0.0,0.5,,,0.0,2.0,1.0,64.0,1.0,256.0,1.0,32.0,0.0,0.125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4725,SAMN03988294,SRS1069237,0.0,1.0,0.0,1.0,0.0,8.0,0.0,2.0,0.0,1.0,0.0,0.25,0.0,8.0,0.0,0.03,0.0,0.5,,,0.0,4.0,0.0,8.0,0.0,32.0,0.0,4.0,0.0,0.125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4726,SAMN03988293,SRS1069238,0.0,1.0,0.0,2.0,0.0,4.0,0.0,4.0,0.0,1.0,0.0,0.25,0.0,8.0,0.0,0.03,0.0,1.0,,,0.0,4.0,0.0,16.0,0.0,64.0,0.0,4.0,0.0,0.125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4727,SAMN03988292,SRS1069239,1.0,32.0,1.0,32.0,0.0,8.0,1.0,32.0,1.0,8.0,1.0,8.0,0.0,4.0,0.0,0.03,0.0,0.25,,,0.0,2.0,0.0,8.0,1.0,256.0,1.0,32.0,0.0,0.125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4728,SAMN03988291,SRS1069241,,16.0,1.0,32.0,0.0,4.0,0.0,2.0,0.0,1.0,0.0,0.25,0.0,4.0,0.0,0.03,0.0,1.0,,,0.0,4.0,1.0,64.0,0.0,32.0,1.0,32.0,0.0,0.125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4729,SAMN03988290,SRS1069240,0.0,1.0,0.0,1.0,0.0,4.0,0.0,4.0,0.0,1.0,0.0,0.25,0.0,4.0,0.0,0.015,1.0,16.0,,,0.0,4.0,1.0,64.0,1.0,256.0,0.0,4.0,0.0,0.125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4730,SAMN03988289,SRS1069242,1.0,32.0,1.0,32.0,0.0,4.0,1.0,32.0,1.0,8.0,1.0,8.0,0.0,4.0,0.0,0.015,0.0,0.25,,,0.0,2.0,0.0,4.0,1.0,256.0,1.0,32.0,0.0,0.125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4731,SAMN03988288,SRS1069243,0.0,1.0,0.0,1.0,0.0,2.0,0.0,2.0,0.0,0.5,0.0,0.25,0.0,2.0,0.0,0.015,0.0,0.25,,,0.0,2.0,1.0,64.0,0.0,32.0,0.0,4.0,0.0,0.125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4732,SAMN03988287,SRS1069244,0.0,1.0,0.0,1.0,0.0,4.0,0.0,8.0,0.0,1.0,0.0,0.25,0.0,8.0,0.0,0.03,0.0,0.5,,,0.0,4.0,0.0,16.0,0.0,32.0,0.0,4.0,0.0,0.125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4733,SAMN03988286,SRS1069245,0.0,1.0,0.0,1.0,0.0,4.0,0.0,2.0,0.0,0.5,0.0,0.25,0.0,4.0,0.0,0.03,0.0,0.5,,,0.0,2.0,0.0,16.0,0.0,16.0,1.0,32.0,0.0,0.125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4734,SAMN03988285,SRS1069246,0.0,1.0,0.0,1.0,0.0,4.0,0.0,4.0,0.0,1.0,0.0,0.25,0.0,8.0,0.0,0.015,0.0,0.25,,,0.0,4.0,0.0,8.0,1.0,256.0,1.0,32.0,0.0,0.125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4735,SAMN03988284,SRS1069247,1.0,32.0,1.0,32.0,0.0,4.0,1.0,32.0,1.0,8.0,1.0,8.0,0.0,8.0,0.0,0.015,0.0,0.5,,,0.0,2.0,0.0,8.0,1.0,256.0,1.0,32.0,0.0,0.125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4736,SAMN03988283,SRS1069248,0.0,1.0,0.0,1.0,0.0,4.0,0.0,2.0,0.0,1.0,0.0,0.25,0.0,4.0,0.0,0.03,0.0,0.25,,,0.0,4.0,0.0,8.0,1.0,256.0,1.0,32.0,0.0,0.125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4737,SAMN03988282,SRS1069249,0.0,1.0,0.0,2.0,0.0,4.0,0.0,4.0,0.0,1.0,0.0,0.25,0.0,4.0,0.0,0.03,0.0,0.25,,,0.0,2.0,0.0,8.0,1.0,256.0,1.0,32.0,0.0,0.125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4738,SAMN03988281,SRS1069250,0.0,1.0,0.0,1.0,0.0,8.0,0.0,2.0,0.0,0.5,0.0,0.25,0.0,8.0,0.0,0.015,1.0,16.0,,,0.0,4.0,1.0,64.0,1.0,256.0,0.0,4.0,0.0,0.125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4739,SAMN03988280,SRS1069251,0.0,1.0,0.0,1.0,0.0,4.0,0.0,1.0,0.0,0.5,0.0,0.25,0.0,8.0,0.0,0.015,1.0,16.0,,,0.0,4.0,1.0,64.0,1.0,256.0,0.0,4.0,0.0,0.125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4740,SAMN03988279,SRS1069253,0.0,1.0,0.0,1.0,0.0,4.0,0.0,2.0,0.0,1.0,0.0,0.25,0.0,4.0,0.0,0.03,0.0,0.5,,,0.0,2.0,0.0,2.0,0.0,64.0,0.0,4.0,0.0,0.125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4741,SAMN03988278,SRS1069252,0.0,1.0,0.0,2.0,0.0,8.0,0.0,2.0,0.0,1.0,0.0,0.25,0.0,4.0,0.0,0.015,0.0,1.0,,,0.0,4.0,1.0,64.0,0.0,32.0,0.0,4.0,0.0,0.125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4742,SAMN03988277,SRS1069254,0.0,1.0,0.0,2.0,0.0,8.0,0.0,2.0,0.0,1.0,0.0,0.25,0.0,8.0,0.0,0.015,0.0,1.0,,,0.0,4.0,1.0,64.0,0.0,32.0,0.0,4.0,0.0,0.125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4743,SAMN03988276,SRS1069255,0.0,1.0,0.0,2.0,0.0,8.0,0.0,4.0,0.0,2.0,0.0,0.25,0.0,8.0,0.0,0.03,0.0,0.5,,,0.0,2.0,0.0,16.0,0.0,32.0,1.0,32.0,0.0,0.125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4744,SAMN03988275,SRS1069256,0.0,1.0,0.0,1.0,0.0,8.0,0.0,2.0,0.0,1.0,0.0,0.25,0.0,8.0,0.0,0.015,0.0,1.0,,,0.0,2.0,0.0,16.0,0.0,16.0,0.0,4.0,0.0,0.125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4745,SAMN03988274,SRS1069257,0.0,1.0,0.0,2.0,0.0,8.0,0.0,8.0,0.0,2.0,0.0,0.25,0.0,8.0,0.0,0.03,0.0,1.0,,,0.0,4.0,0.0,16.0,0.0,32.0,0.0,4.0,0.0,0.125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4746,SAMN03988273,SRS1069259,0.0,1.0,0.0,1.0,0.0,4.0,0.0,1.0,0.0,0.5,0.0,0.25,0.0,4.0,0.0,0.015,0.0,0.5,,,0.0,2.0,0.0,8.0,0.0,32.0,0.0,4.0,0.0,0.125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4747,SAMN03988272,SRS1069258,0.0,1.0,0.0,1.0,0.0,8.0,0.0,2.0,0.0,1.0,0.0,0.25,0.0,8.0,0.0,0.03,0.0,1.0,,,0.0,4.0,0.0,32.0,0.0,32.0,0.0,4.0,0.0,0.125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4748,SAMN03988271,SRS1069260,0.0,1.0,0.0,1.0,0.0,2.0,0.0,2.0,0.0,0.5,0.0,0.25,0.0,2.0,0.0,0.015,0.0,0.5,,,0.0,2.0,1.0,64.0,0.0,32.0,1.0,32.0,0.0,0.125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4749,SAMN03988270,SRS1069261,0.0,1.0,0.0,1.0,0.0,4.0,0.0,2.0,0.0,1.0,0.0,0.25,0.0,8.0,0.0,0.03,0.0,0.5,,,0.0,2.0,0.0,8.0,0.0,64.0,0.0,4.0,0.0,0.125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4750,SAMN03988269,SRS1069262,0.0,8.0,1.0,32.0,0.0,4.0,0.0,2.0,0.0,1.0,0.0,0.25,0.0,8.0,0.0,0.03,1.0,16.0,,,0.0,2.0,1.0,64.0,0.0,64.0,1.0,32.0,0.0,0.125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4751,SAMN03988268,SRS1069263,0.0,8.0,1.0,32.0,0.0,4.0,0.0,2.0,0.0,1.0,0.0,0.25,0.0,8.0,0.0,0.015,1.0,16.0,,,0.0,2.0,1.0,64.0,1.0,256.0,1.0,32.0,0.0,0.125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4752,SAMN03988267,SRS1069264,0.0,1.0,0.0,1.0,0.0,4.0,0.0,2.0,0.0,1.0,0.0,0.25,0.0,8.0,0.0,0.015,0.0,0.5,,,0.0,4.0,1.0,64.0,0.0,16.0,1.0,32.0,0.0,0.125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4753,SAMN03988266,SRS1069265,0.0,1.0,0.0,1.0,0.0,4.0,0.0,2.0,0.0,1.0,0.0,0.25,0.0,4.0,0.0,0.03,0.0,0.25,,,0.0,2.0,0.0,4.0,1.0,256.0,1.0,32.0,0.0,0.125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4754,SAMN03988265,SRS1069266,0.0,1.0,0.0,1.0,0.0,4.0,0.0,2.0,0.0,1.0,0.0,0.25,0.0,8.0,0.0,0.015,0.0,0.5,,,0.0,4.0,0.0,8.0,0.0,64.0,0.0,4.0,0.0,0.12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4755,SAMN03988264,SRS1069267,,16.0,1.0,32.0,0.0,4.0,0.0,4.0,0.0,1.0,0.0,0.25,0.0,8.0,0.0,0.03,0.0,0.25,,,0.0,4.0,0.0,8.0,0.0,64.0,0.0,4.0,0.0,0.125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4756,SAMN03988263,SRS1069268,0.0,1.0,0.0,1.0,0.0,4.0,0.0,4.0,0.0,1.0,0.0,0.25,0.0,8.0,0.0,0.015,0.0,0.25,,,0.0,2.0,0.0,2.0,0.0,32.0,0.0,4.0,0.0,0.125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4757,SAMN03988262,SRS1069269,0.0,1.0,0.0,1.0,0.0,4.0,0.0,4.0,0.0,1.0,0.0,0.25,0.0,8.0,0.0,0.03,0.0,0.25,,,0.0,4.0,0.0,2.0,0.0,16.0,0.0,4.0,0.0,0.125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4758,SAMN03988261,SRS1069270,0.0,1.0,0.0,1.0,0.0,4.0,0.0,4.0,0.0,1.0,0.0,0.25,0.0,4.0,0.0,0.015,0.0,0.25,,,0.0,2.0,0.0,8.0,1.0,256.0,1.0,32.0,0.0,0.125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4759,SAMN03988260,SRS1069271,0.0,1.0,0.0,1.0,0.0,4.0,0.0,4.0,0.0,1.0,0.0,0.25,0.0,4.0,0.0,0.015,0.0,0.25,,,0.0,2.0,1.0,64.0,0.0,32.0,1.0,32.0,0.0,0.125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4760,SAMN03988259,SRS1069272,0.0,1.0,0.0,1.0,0.0,4.0,0.0,2.0,0.0,0.5,0.0,0.25,0.0,4.0,0.0,0.015,0.0,0.25,,,0.0,2.0,0.0,2.0,0.0,16.0,0.0,4.0,0.0,0.125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4761,SAMN03988258,SRS1069273,0.0,1.0,0.0,1.0,0.0,8.0,0.0,8.0,0.0,1.0,0.0,0.25,0.0,8.0,0.0,0.03,0.0,0.25,,,0.0,2.0,0.0,8.0,0.0,64.0,0.0,4.0,0.0,0.125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4762,SAMN03988257,SRS1069274,0.0,1.0,0.0,1.0,0.0,4.0,0.0,4.0,0.0,1.0,0.0,0.25,0.0,8.0,0.0,0.015,0.0,0.25,,,0.0,4.0,0.0,8.0,0.0,32.0,0.0,4.0,0.0,0.125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4763,SAMN03988256,SRS1069275,1.0,32.0,1.0,32.0,0.0,4.0,1.0,32.0,1.0,8.0,1.0,8.0,0.0,8.0,0.0,0.015,0.0,0.5,,,0.0,4.0,0.0,8.0,1.0,256.0,1.0,32.0,0.0,0.125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4764,SAMN03988255,SRS1069276,0.0,2.0,0.0,1.0,0.0,4.0,0.0,2.0,0.0,1.0,0.0,0.25,0.0,4.0,0.0,0.015,0.0,0.5,,,0.0,2.0,1.0,64.0,0.0,16.0,1.0,32.0,0.0,0.125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4765,SAMN03988254,SRS1069277,0.0,1.0,0.0,1.0,0.0,4.0,0.0,1.0,0.0,0.5,0.0,0.25,0.0,4.0,0.0,0.015,0.0,0.5,,,0.0,2.0,0.0,8.0,0.0,16.0,1.0,32.0,0.0,0.125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4766,SAMN03988253,SRS1069278,0.0,1.0,0.0,1.0,0.0,4.0,0.0,2.0,0.0,0.5,0.0,0.25,0.0,4.0,0.0,0.015,0.0,0.5,,,0.0,2.0,1.0,64.0,0.0,16.0,1.0,32.0,0.0,0.125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4767,SAMN03988252,SRS1069279,0.0,1.0,0.0,1.0,0.0,4.0,0.0,2.0,0.0,1.0,0.0,0.25,0.0,4.0,0.0,0.015,0.0,0.25,,,0.0,4.0,0.0,2.0,0.0,32.0,0.0,4.0,0.0,0.125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4768,SAMN03988251,SRS1069280,0.0,1.0,0.0,1.0,0.0,4.0,0.0,2.0,0.0,1.0,0.0,0.25,0.0,4.0,0.0,0.015,0.0,0.25,,,0.0,2.0,0.0,8.0,0.0,16.0,0.0,4.0,0.0,0.125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4769,SAMN03988250,SRS1069281,0.0,1.0,0.0,1.0,0.0,4.0,0.0,2.0,0.0,0.5,0.0,0.25,0.0,4.0,0.0,0.015,0.0,0.5,,,0.0,2.0,1.0,64.0,0.0,32.0,1.0,32.0,0.0,0.125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4770,SAMN03988249,SRS1069282,0.0,1.0,0.0,1.0,0.0,4.0,0.0,4.0,0.0,0.5,0.0,0.25,0.0,4.0,0.0,0.03,0.0,0.25,,,0.0,4.0,0.0,16.0,1.0,256.0,1.0,32.0,0.0,0.125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4771,SAMN03988248,SRS1069283,0.0,1.0,0.0,1.0,0.0,4.0,0.0,4.0,0.0,0.5,0.0,0.25,0.0,4.0,0.0,0.015,0.0,0.5,,,0.0,2.0,0.0,4.0,1.0,256.0,1.0,32.0,0.0,0.125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4772,SAMN03988247,SRS1069284,0.0,1.0,0.0,1.0,0.0,4.0,0.0,1.0,0.0,0.5,0.0,0.25,1.0,32.0,0.0,0.015,1.0,16.0,,,0.0,2.0,1.0,64.0,1.0,256.0,1.0,32.0,0.0,0.125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4773,SAMN03988246,SRS1069285,0.0,1.0,0.0,1.0,0.0,8.0,0.0,4.0,0.0,1.0,0.0,0.25,0.0,8.0,0.0,0.015,0.0,0.5,,,0.0,2.0,0.0,8.0,0.0,64.0,0.0,4.0,0.0,0.125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4774,SAMN03988245,SRS1069286,0.0,1.0,0.0,1.0,0.0,8.0,0.0,2.0,0.0,1.0,0.0,0.25,0.0,8.0,0.0,0.015,1.0,16.0,,,0.0,4.0,1.0,64.0,1.0,256.0,,8.0,0.0,0.125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
